transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
3,2015-01-23,GBP,106847,6247472,GBP,2015-01-23,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2015-08-18,GBP,189912,6560932,GBP,2015-08-18,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2015-08-28,GBP,158704,6571743,GBP,2015-08-28,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2015-10-23,GBP,286133,6626294,GBP,2015-10-23,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2015-11-27,GBP,34848,6664762,GBP,2015-11-27,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2015-11-30,GBP,1742,6667535,GBP,2015-11-30,UK - Department for International Development (DFID),GB-GOV-1,,International Procurement Agency,NL-KVK-32037590,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2015-12-08,GBP,204248,6681027,GBP,2015-12-08,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-03-27,GBP,226185,7283366,GBP,2017-03-27,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-04-28,GBP,127234,7338974,GBP,2017-04-28,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-07-25,GBP,126894,7478192,GBP,2017-07-25,UK - Department for International Development (DFID),GB-GOV-1,,AgDevCo,GB-COH-07026479,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
